,title,REVISADO (bibtex citation),Google link,Taxonomy,Systematic,Mexico,Morphology,First gen.,Second gen.,Third gen.,Nuclear info,Chloroplast info,Parsimony,Maximum likelihood,Bayesian,MSC
7935,Phylogenetic Inferences in Prunus (Rosaceae) Using Chloroplast ndhF and Nuclear Ribosomal ITS Sequences,,https://scholar.google.com/scholar?&q=Phylogenetic+Inferences+in+Prunus+%28Rosaceae%29+Using+Chloroplast+ndhF+and+Nuclear+Ribosomal+ITS+Sequences,?,Auto,?,?,?,?,?,Auto,Auto,?,?,?,?
7936,Phylogenetic Insights into Chinese Rubus (Rosaceae) from Multiple Chloroplast and Nuclear DNAs,,https://scholar.google.com/scholar?&q=Phylogenetic+Insights+into+Chinese+Rubus+%28Rosaceae%29+from+Multiple+Chloroplast+and+Nuclear+DNAs,?,Auto,?,?,?,?,?,Auto,Auto,?,?,?,?
7937,Phylogenetic Patterns in Menispermaceae Based on Multiple Chloroplast Sequence Data,,https://scholar.google.com/scholar?&q=Phylogenetic+Patterns+in+Menispermaceae+Based+on+Multiple+Chloroplast+Sequence+Data,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
7938,"Phylogenetic Position of Polygonum bungeanum in Polygonum L. s. lat. (Polygonaceae) Evidence from nrDNA ITS, cpDNA atpB-rbcL and trnL-F Sequences",,https://scholar.google.com/scholar?&q=Phylogenetic+Position+of+Polygonum+bungeanum+in+Polygonum+L.+s.+lat.+%28Polygonaceae%29+Evidence+from+nrDNA+ITS%2C+cpDNA+atpB-rbcL+and+trnL-F+Sequences,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
7939,"Phylogenetic Positions of Anacardiaceae, Burseraceae, and Other Closely Allied Families",,https://scholar.google.com/scholar?&q=Phylogenetic+Positions+of+Anacardiaceae%2C+Burseraceae%2C+and+Other+Closely+Allied+Families,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7940,Phylogenetic Reconstruction and Gene Tree Incongruence in New Zealand Epilobium L. (Onagraceae),,https://scholar.google.com/scholar?&q=Phylogenetic+Reconstruction+and+Gene+Tree+Incongruence+in+New+Zealand+Epilobium+L.+%28Onagraceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7941,"Phylogenetic Reconstruction of the Myrrh Genus, Commiphora (Burseraceae),Reveals Multiple Radiations in Madagascar and Clarifies Infrageneric Relationships",,https://scholar.google.com/scholar?&q=Phylogenetic+Reconstruction+of+the+Myrrh+Genus%2C+Commiphora+%28Burseraceae%29%2CReveals+Multiple+Radiations+in+Madagascar+and+Clarifies+Infrageneric+Relationships,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7942,"Phylogenetic Reconstruction, Morphological Diversification and Generic Delimitation of Disepalum (Annonaceae)",,https://scholar.google.com/scholar?&q=Phylogenetic+Reconstruction%2C+Morphological+Diversification+and+Generic+Delimitation+of+Disepalum+%28Annonaceae%29,Auto,Auto,?,Auto,?,?,?,?,?,?,?,?,?
7943,Phylogenetic Relationship Among Some Potamogeton Species in Turkey,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationship+Among+Some+Potamogeton+Species+in+Turkey,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7944,"Phylogenetic Relationship of Wild and Cultivated Vigna (Subgenus Ceratotropis, Fabaceae) from Myanmar Based on Sequence Variations in Non-coding Regions of trnT-F",,https://scholar.google.com/scholar?&q=Phylogenetic+Relationship+of+Wild+and+Cultivated+Vigna+%28Subgenus+Ceratotropis%2C+Fabaceae%29+from+Myanmar+Based+on+Sequence+Variations+in+Non-coding+Regions+of+trnT-F,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7945,Phylogenetic Relationships Among Native and Naturalized Hieracium (Asteraceae) in Canada and the United States Based on Plastid DNA Sequences,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+Among+Native+and+Naturalized+Hieracium+%28Asteraceae%29+in+Canada+and+the+United+States+Based+on+Plastid+DNA+Sequences,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7946,Phylogenetic Relationships Among Old World Ruellia L.: A New Classification and Reinstatement of the Genus Dinteracanthus Schinz,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+Among+Old+World+Ruellia+L.%3A+A+New+Classification+and+Reinstatement+of+the+Genus+Dinteracanthus+Schinz,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
7947,Phylogenetic Relationships Among the Recognized Series in Iris Section Limniris,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+Among+the+Recognized+Series+in+Iris+Section+Limniris,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7948,Phylogenetic Relationships among Acantheae (Acanthaceae): Major Lineages Present Contrasting Patterns of Molecular Evolution and Morphological Differentiation,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+among+Acantheae+%28Acanthaceae%29%3A+Major+Lineages+Present+Contrasting+Patterns+of+Molecular+Evolution+and+Morphological+Differentiation,?,Auto,?,Auto,?,?,?,?,?,?,?,?,?
7949,"Phylogenetic Relationships among Dracaena, Pleomele, and Sansevieria (Asparagaceae: Nolinoideae)",,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+among+Dracaena%2C+Pleomele%2C+and+Sansevieria+%28Asparagaceae%3A+Nolinoideae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7950,Phylogenetic Relationships among Dracaenoid Genera (Asparagaceae: Nolinoideae) Inferred from Chloroplast DNA Loci,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+among+Dracaenoid+Genera+%28Asparagaceae%3A+Nolinoideae%29+Inferred+from+Chloroplast+DNA+Loci,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
7951,Phylogenetic Relationships among Members of the Neotropical Clade of Miliuseae (Annonaceae): Generic Non-monophyly of Desmopsis and Stenanona,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+among+Members+of+the+Neotropical+Clade+of+Miliuseae+%28Annonaceae%29%3A+Generic+Non-monophyly+of+Desmopsis+and+Stenanona,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7952,Phylogenetic Relationships among Species in the Genera Chisocheton and Guarea That Have Unique Indeterminate Leaves as Inferred from Sequences of Chloroplast DNA,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+among+Species+in+the+Genera+Chisocheton+and+Guarea+That+Have+Unique+Indeterminate+Leaves+as+Inferred+from+Sequences+of+Chloroplast+DNA,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
7953,Phylogenetic Relationships among the Old World species of Passiflora L. (Subgenus Decaloba: Supersection Disemma),,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+among+the+Old+World+species+of+Passiflora+L.+%28Subgenus+Decaloba%3A+Supersection+Disemma%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7954,Phylogenetic Relationships and Areolar Evolution in Ariocarpus,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+and+Areolar+Evolution+in+Ariocarpus,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7955,Phylogenetic Relationships and Evolution in Dudleya (Crassulaceae),,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+and+Evolution+in+Dudleya+%28Crassulaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7956,Phylogenetic Relationships and Evolution in Erodium (Geraniaceae) based on trnL-trnF Sequences,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+and+Evolution+in+Erodium+%28Geraniaceae%29+based+on+trnL-trnF+Sequences,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
7957,"Phylogenetic Relationships and Evolution of Extant Horsetails, Equisetum, Based on Chloroplast DNA Sequence Data (rbcL and trnL-F)",,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+and+Evolution+of+Extant+Horsetails%2C+Equisetum%2C+Based+on+Chloroplast+DNA+Sequence+Data+%28rbcL+and+trnL-F%29,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
7958,"Phylogenetic Relationships and Morphological Evolution in the Carnivorous Genus Philcoxia (Plantaginaceae, Gratioleae)",,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+and+Morphological+Evolution+in+the+Carnivorous+Genus+Philcoxia+%28Plantaginaceae%2C+Gratioleae%29,?,Auto,?,Auto,?,?,?,?,?,?,?,?,?
7959,Phylogenetic Relationships and the Description of a New Species of Enriquebeltrania (Euphorbiaceae s.s.): An Enigmatic Genus Endemic to Mexico,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+and+the+Description+of+a+New+Species+of+Enriquebeltrania+%28Euphorbiaceae+s.s.%29%3A+An+Enigmatic+Genus+Endemic+to+Mexico,Auto,Auto,Auto,?,?,?,?,?,?,?,?,?,?
7960,Phylogenetic Relationships and the Evolution of Gender Dimorphism in Lycium (Solanaceae),,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+and+the+Evolution+of+Gender+Dimorphism+in+Lycium+%28Solanaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7961,Phylogenetic Relationships between and within Phacelia Sections Whitlavia and Gymnobythus (Boraginaceae),,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+between+and+within+Phacelia+Sections+Whitlavia+and+Gymnobythus+%28Boraginaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7962,Phylogenetic Relationships between the Sweetpotato and its Wild Relatives Based on rDNA Mapping and ITS Sequences,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+between+the+Sweetpotato+and+its+Wild+Relatives+Based+on+rDNA+Mapping+and+ITS+Sequences,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7963,Phylogenetic Relationships in Bromeliaceae Subfamily Bromelioideae based on Chloroplast DNA Sequence Data,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+Bromeliaceae+Subfamily+Bromelioideae+based+on+Chloroplast+DNA+Sequence+Data,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
7964,Phylogenetic Relationships in Calyptranthes (Myrtaceae) with Particular Emphasis on its Monophyly Relative to Myrcia s. l,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+Calyptranthes+%28Myrtaceae%29+with+Particular+Emphasis+on+its+Monophyly+Relative+to+Myrcia+s.+l,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7965,"Phylogenetic Relationships in Echinocereus (Cactaceae, Cactoideae)",,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+Echinocereus+%28Cactaceae%2C+Cactoideae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7966,Phylogenetic Relationships in Eleocharis (Cyperaceae): C4 Photosynthesis Origins and Patterns of Diversification in the Spikerushes,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+Eleocharis+%28Cyperaceae%29%3A+C4+Photosynthesis+Origins+and+Patterns+of+Diversification+in+the+Spikerushes,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7967,Phylogenetic Relationships in Ephedra (Gnetales): Evidence from Nuclear and Chloroplast DNA Sequence Data,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+Ephedra+%28Gnetales%29%3A+Evidence+from+Nuclear+and+Chloroplast+DNA+Sequence+Data,?,Auto,?,?,?,?,?,Auto,Auto,?,?,?,?
7968,Phylogenetic Relationships in Myodocarpaceae (Apiales) Based on Nuclear and Plastid Sequence Data,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+Myodocarpaceae+%28Apiales%29+Based+on+Nuclear+and+Plastid+Sequence+Data,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
7969,Phylogenetic Relationships in Primula L. and Related Genera (Primulaceae) based on Noncoding Chloroplast DNA,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+Primula+L.+and+Related+Genera+%28Primulaceae%29+based+on+Noncoding+Chloroplast+DNA,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
7970,Phylogenetic Relationships in Solanum Section Androceras (Solanaceae),,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+Solanum+Section+Androceras+%28Solanaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7971,Phylogenetic Relationships in Taxodiaceae based on Chloroplast DNA and Mitochondrial DNA,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+Taxodiaceae+based+on+Chloroplast+DNA+and+Mitochondrial+DNA,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
7972,Phylogenetic Relationships in Vernonieae (Asteraceae) in Thailand Based on DNA Sequence Data from the Nuclear rDNA ITS Region and Chloroplast Regions ndhF and trnL,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+Vernonieae+%28Asteraceae%29+in+Thailand+Based+on+DNA+Sequence+Data+from+the+Nuclear+rDNA+ITS+Region+and+Chloroplast+Regions+ndhF+and+trnL,?,Auto,?,?,Auto,?,?,Auto,Auto,?,?,?,?
7973,Phylogenetic Relationships in the Commelinaceae: II. A Cladistic Analysis of rbcL Sequences and Morphology,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+the+Commelinaceae%3A+II.+A+Cladistic+Analysis+of+rbcL+Sequences+and+Morphology,?,Auto,?,Auto,Auto,?,?,?,Auto,?,?,?,?
7974,Phylogenetic Relationships in the Genus Paspalum (Poaceae: Panicoideae: Paniceae): An Assessment of the Quadrifaria and Virgata Informal Groups,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+the+Genus+Paspalum+%28Poaceae%3A+Panicoideae%3A+Paniceae%29%3A+An+Assessment+of+the+Quadrifaria+and+Virgata+Informal+Groups,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7975,Phylogenetic Relationships in the Genus Rosa: New Evidence from Chloroplast DNA Sequences and an Appraisal of Current Knowledge,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+the+Genus+Rosa%3A+New+Evidence+from+Chloroplast+DNA+Sequences+and+an+Appraisal+of+Current+Knowledge,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
7976,Phylogenetic Relationships in the Heterosporous Fern Genus Azolla (Azollaceae) Based on DNA Sequence Data from Three Non-coding Regions,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+the+Heterosporous+Fern+Genus+Azolla+%28Azollaceae%29+Based+on+DNA+Sequence+Data+from+Three+Non-coding+Regions,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7977,Phylogenetic Relationships in the Salicornioideae / Suaedoideae / Salsoloideae s.l. (Chenopodiaceae) Clade and a Clarification of the Phylogenetic Position of Bienertia and Alexandra Using Multiple DNA Sequence Datasets,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+in+the+Salicornioideae+%2F+Suaedoideae+%2F+Salsoloideae+s.l.+%28Chenopodiaceae%29+Clade+and+a+Clarification+of+the+Phylogenetic+Position+of+Bienertia+and+Alexandra+Using+Multiple+DNA+Sequence+Datasets,?,Auto,?,?,Auto,?,?,Auto,?,?,?,?,?
7978,"Phylogenetic Relationships of Allomaieta, Alloneuron, Cyphostyla, and Wurdastom (Melastomataceae) and the Resurrection of the Tribe Cyphostyleae",,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+Allomaieta%2C+Alloneuron%2C+Cyphostyla%2C+and+Wurdastom+%28Melastomataceae%29+and+the+Resurrection+of+the+Tribe+Cyphostyleae,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7979,Phylogenetic Relationships of Andromonoecious and Dioecious Australian Species of Solanum subgenus Leptostemonum section Melongena: Inferences from ITS Sequence Data,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+Andromonoecious+and+Dioecious+Australian+Species+of+Solanum+subgenus+Leptostemonum+section+Melongena%3A+Inferences+from+ITS+Sequence+Data,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7980,Phylogenetic Relationships of Asclepias (Apocynaceae) Inferred from Non-Coding Chloroplast DNA Sequences,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+Asclepias+%28Apocynaceae%29+Inferred+from+Non-Coding+Chloroplast+DNA+Sequences,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
7981,Phylogenetic Relationships of Astragalus Species,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+Astragalus+Species,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7982,"Phylogenetic Relationships of Gunnera based on Nuclear Ribosomal DNA ITS Region, rbcL and rps16 Intron Sequences",,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+Gunnera+based+on+Nuclear+Ribosomal+DNA+ITS+Region%2C+rbcL+and+rps16+Intron+Sequences,?,Auto,?,?,Auto,?,?,Auto,Auto,?,?,?,?
7983,"Phylogenetic Relationships of Muehlenbeckia, Fallopia, and Reynoutria (Polygonaceae) Investigated with Chloroplast and Nuclear Sequence Data",,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+Muehlenbeckia%2C+Fallopia%2C+and+Reynoutria+%28Polygonaceae%29+Investigated+with+Chloroplast+and+Nuclear+Sequence+Data,?,Auto,?,?,?,?,?,Auto,Auto,?,?,?,?
7984,"Phylogenetic Relationships of Mustards with Multiaperturate Pollen (Physarieae, Brassicaceae) Based on the Plastid ndhF Gene: Implications for Morphological Diversification",,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+Mustards+with+Multiaperturate+Pollen+%28Physarieae%2C+Brassicaceae%29+Based+on+the+Plastid+ndhF+Gene%3A+Implications+for+Morphological+Diversification,?,Auto,?,Auto,?,?,?,?,?,?,?,?,?
7985,"Phylogenetic Relationships of Neotropical Lady Ferns (Athyriaceae), with the description of Ephemeropteris, Gen. Nov",,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+Neotropical+Lady+Ferns+%28Athyriaceae%29%2C+with+the+description+of+Ephemeropteris%2C+Gen.+Nov,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7986,Phylogenetic Relationships of Pinus Subsection Ponderosae Inferred from Rapidly Evolving cpDNA Regions,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+Pinus+Subsection+Ponderosae+Inferred+from+Rapidly+Evolving+cpDNA+Regions,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7987,Phylogenetic Relationships of Silene multinervia and Silene Section Conoimorpha (Caryophyllaceae),,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+Silene+multinervia+and+Silene+Section+Conoimorpha+%28Caryophyllaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7988,Phylogenetic Relationships of Solanum Series Conicibaccata and Related Species in Solanum Section Petota Inferred from Five Conserved Ortholog Sequences,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+Solanum+Series+Conicibaccata+and+Related+Species+in+Solanum+Section+Petota+Inferred+from+Five+Conserved+Ortholog+Sequences,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7989,Phylogenetic Relationships of Theaceae Inferred from Multiple Plastid Genes,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+Theaceae+Inferred+from+Multiple+Plastid+Genes,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7990,Phylogenetic Relationships of Triplaris and Ruprechtia: Re-Delimitation of the Recognized Genera and Two New Genera for Tribe Triplarideae (Polygonaceae),,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+Triplaris+and+Ruprechtia%3A+Re-Delimitation+of+the+Recognized+Genera+and+Two+New+Genera+for+Tribe+Triplarideae+%28Polygonaceae%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
7991,Phylogenetic Relationships of Zeugites (Poaceae: Centothecoideae) Inferred from Plastid and Nuclear DNA Sequences and Morphology,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+Zeugites+%28Poaceae%3A+Centothecoideae%29+Inferred+from+Plastid+and+Nuclear+DNA+Sequences+and+Morphology,?,Auto,?,Auto,?,?,?,Auto,?,?,?,?,?
7992,Phylogenetic Relationships of the 'Higher' Hamamelids Based on Chloroplast trnL-F Sequences,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+the+%27Higher%27+Hamamelids+Based+on+Chloroplast+trnL-F+Sequences,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
7993,"Phylogenetic Relationships of the Chrysobalanaceae Inferred from Chloroplast, Nuclear, and Morphological Data",,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+the+Chrysobalanaceae+Inferred+from+Chloroplast%2C+Nuclear%2C+and+Morphological+Data,?,Auto,?,Auto,?,?,?,Auto,Auto,?,?,?,?
7994,Phylogenetic Relationships of the Cultivated Neotropical Palm Bactris Gasipaes (Arecaceae) with Its Wild Relatives Inferred from Chloroplast and Nuclear DNA Polymorphisms,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+the+Cultivated+Neotropical+Palm+Bactris+Gasipaes+%28Arecaceae%29+with+Its+Wild+Relatives+Inferred+from+Chloroplast+and+Nuclear+DNA+Polymorphisms,?,Auto,?,?,?,?,?,Auto,Auto,?,?,?,?
7995,Phylogenetic Relationships of the Monotypic Genus Amphianthus (Plantaginaceae Tribe Gratioleae) Inferred from Chloroplast DNA Sequences,,https://scholar.google.com/scholar?&q=Phylogenetic+Relationships+of+the+Monotypic+Genus+Amphianthus+%28Plantaginaceae+Tribe+Gratioleae%29+Inferred+from+Chloroplast+DNA+Sequences,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
